ResponseID,Career,ProgramDescr,Major,DormFlag,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q2.g,Q2.h,Q2.i,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q4.1.a,Q4.1.b,Q4.1.c,Q4.1.d,Q4.2,Q4.3,Q4.4,Q4.5.a,Q4.5.b,Q4.5.c,Q4.5.d,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5
R_6RrU27suG7WsQxD,UCOL,Liberal Arts & Sciences,Chemistry,1,5,4,6,5,4,6,6,6,6,5,7,7,7,7,6,5,6,6,6,6,5,5,5,5,5,5,4,5,4,4,5,4,5,4,4,2,3,4,4,2
R_2gxRz8pYyBLfkQl,UCOL,Liberal Arts & Sciences,Psychology,1,5,4,3,6,1,2,1,3,5,3,4,4,6,5,3,2,4,4,3,5,4,3,4,4,3,3,2,3,2,3,4,3,3,2,2,2,5,5,4,1
R_dg5Q9wcQhYUUhLL,UCOL,Liberal Arts & Sciences,Biology,2,7,5,5,7,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_32RWZD3swk3qzxH,UCOL,Liberal Arts & Sciences,History,1,5,5,5,2,2,1,1,3,3,3,6,2,2,6,1,1,7,7,7,7,5,6,1,5,5,5,5,5,5,5,5,5,5,5,5,2,6,6,4,2
R_2EfRJNOaQme6dL7,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,5,2,5,5,1,1,1,4,4,2,4,3,2,2,2,2,3,3,5,5,5,1,5,4,3,3,3,3,3,3,3,3,3,1,1,2,4,4,3,2
R_aVmpYt7p1XyVz8x,UCOL,Liberal Arts & Sciences,Psychology,2,7,5,6,5,4,1,4,5,6,3,7,4,6,6,6,5,5,3,6,5,5,,6,7,3,4,4,5,4,3,5,3,3,3,3,2,3,4,1,2
R_9mHhcGxTCtdcxx3,UCOL,Liberal Arts & Sciences,Psychology,1,5,3,6,4,3,1,1,5,2,2,4,2,1,7,5,3,7,5,5,4,3,2,3,5,3,5,3,4,3,3,3,5,5,1,1,2,5,4,4,2
R_22Y0plW2pQgRdlz,UCOL,Liberal Arts & Sciences,Human Health,1,7,7,5,7,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_8vKVDsHxZ6c8sXr,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,5,4,4,4,4,4,4,4,4,3,2,4,2,3,3,3,2,2,1,1,2,1,4,4,1
R_8eoVLITc7vcpixT,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,4,3,7,5,2,1,6,7,6,1,7,4,7,7,6,7,7,7,7,7,5,5,3,5,5,4,3,5,5,5,4,5,3,1,2,1,2,4,2
R_d6WsyAfXo0hXsd7,PUBH,Master of Public Health,Global Environmental Health,2,6,4,5,4,4,3,3,6,4,4,5,5,3,7,6,7,5,3,2,5,2,1,,2,2,2,5,3,3,3,2,5,5,1,1,2,5,3,4,2
R_1n8k18nDYpGIYHv,UCOL,Liberal Arts & Sciences,Political Science,1,5,5,6,5,2,3,1,4,3,2,2,4,1,4,5,4,5,5,1,4,4,4,1,2,4,4,4,2,4,4,5,5,5,5,3,2,5,5,3,2
R_bQ6IP0kV9XIP0bz,UCOL,Liberal Arts & Sciences,Chemistry,1,6,1,6,1,7,2,1,6,4,3,1,4,2,6,5,5,6,5,7,4,2,3,4,6,4,3,1,5,3,3,3,5,4,3,1,2,4,4,4,2
R_dnlcENpmLZAQQIt,UNUR,Bachelor of Science in Nursing,Nursing,1,3,2,7,4,1,1,1,2,2,1,1,1,3,3,1,1,4,4,6,5,4,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,1,2,2
R_rr1F7SA2euwaxON,UCOL,Liberal Arts & Sciences,Biology,2,6,6,5,3,4,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_Cfs0WWjSOo7HkhX,UBUS,Bachelor of Business Admin,Business Administration,2,3,2,2,2,4,4,2,4,3,2,4,4,5,4,2,2,7,5,4,6,7,7,6,6,4,3,3,5,3,3,5,5,5,3,4,1,4,5,2,1
R_42eRhLPq5AYa5NP,UNUR,Bachelor of Science in Nursing,Nursing,1,6,6,2,3,4,3,2,6,6,5,4,5,3,5,3,5,5,5,5,5,4,6,5,6,4,4,2,4,4,3,5,3,4,3,2,2,1,1,6,2
R_PYV90UVzlfrTxbX,UCOL,Liberal Arts & Sciences,Anthropology & Human Biology,1,5,5,6,5,3,1,1,5,1,1,1,5,1,3,1,1,4,7,7,5,6,4,1,6,3,3,3,3,4,4,3,3,3,3,3,2,3,8,3,2
R_73Dh09UUxT7YDfD,UBUS,Bachelor of Business Admin,Business Administration,2,7,3,1,1,1,4,1,7,1,7,7,1,1,7,7,7,4,1,4,7,7,1,1,1,1,1,1,5,1,1,1,5,1,1,1,2,5,3,1,2
R_dbURUi1IDt4OKwd,UNUR,Bachelor of Science in Nursing,Nursing,2,5,6,2,5,2,1,1,5,7,6,2,5,4,7,4,4,2,7,7,7,6,5,6,7,4,4,2,3,2,2,2,4,4,1,1,1,1,1,1,2
R_1HUod9c8AhsRhl3,PUBH,Non-Degree Public Health,Special Standing Student,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_77cW6cxcvpT9j13,UCOL,Liberal Arts & Sciences,Neuroscience & Behav Biology,1,4,2,3,1,1,1,1,3,4,2,2,2,1,3,3,1,6,7,6,6,4,1,1,7,2,2,4,1,3,3,3,5,3,2,1,2,4,5,3,2
R_2fDrOvBVMMjV7jw,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,5,2,7,4,6,1,1,5,7,7,6,3,7,7,5,2,5,7,3,5,4,3,5,7,3,3,1,2,3,4,3,5,5,5,5,2,1,1,3,1
R_6mv9ogsR4DVm3QN,UBUS,Bachelor of Business Admin,Business Administration,1,7,7,5,3,2,3,1,5,4,6,5,5,3,7,6,5,4,5,5,6,4,3,3,5,3,3,3,3,3,3,1,4,2,1,1,2,4,6,4,2
R_cu4DMlo8UVjw84p,UCOL,Liberal Arts & Sciences,Political Science,2,6,6,3,4,4,6,1,5,6,6,7,6,3,6,6,6,7,7,7,7,6,6,5,5,4,4,2,5,5,5,5,5,5,5,5,2,6,6,1,2
R_245zZlodurz1A7E,UCOL,Liberal Arts & Sciences,Political Science,2,3,3,3,5,5,1,4,5,5,5,2,5,6,6,6,6,4,4,4,4,4,4,4,4,3,3,2,3,3,3,5,3,3,3,3,2,4,5,4,2
R_a9GsVZvSpoTWkcZ,UNUR,Bachelor of Science in Nursing,Nursing,2,5,4,2,6,3,1,1,4,1,3,6,3,1,2,1,2,6,6,5,6,6,3,5,7,4,3,2,5,4,3,1,3,3,2,1,2,3,2,4,2
R_aVm8F8L3a3YDBn7,GSAS,Master of Development Practice,Master of Development Practice,2,3,7,7,2,3,2,2,3,5,5,4,6,6,7,7,6,4,4,4,4,3,5,4,2,3,4,4,2,1,1,2,3,5,5,1,2,5,5,4,2
R_cSUZPUE71LFkRrD,UBUS,Bachelor of Business Admin,Business Administration,1,6,5,7,6,5,7,6,7,6,6,6,7,6,7,7,7,7,5,5,6,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,2,4,7,4,2
R_b7LRGJVQd26ycZf,GSAS,Doctor of Philosophy,Epidemiology,2,5,5,6,6,2,1,1,5,5,3,6,6,6,7,6,2,7,7,7,5,6,4,2,5,4,4,1,3,3,4,1,4,4,2,3,2,5,4,4,1
R_56gtoquKDLsrvBr,UCOL,Liberal Arts & Sciences,Political Science,2,6,4,3,5,1,1,1,2,6,4,1,7,6,6,6,1,5,5,3,4,4,5,1,3,2,3,1,1,2,2,5,5,4,4,2,2,5,4,4,1
R_78xZ1auIttMPix7,THEO,Master of Divinity,Divinity,2,6,3,6,6,6,3,3,5,5,4,6,4,5,5,3,3,7,5,7,7,6,6,6,7,2,2,1,5,5,4,5,3,3,1,1,2,6,5,3,1
R_3rOhf7gfFNode3t,UCOL,Liberal Arts & Sciences,Neuroscience & Behav Biology,1,5,6,3,5,3,5,3,5,5,4,4,5,3,4,3,5,6,7,7,7,6,7,5,7,4,4,3,4,4,5,4,4,4,3,3,2,1,1,1,2
R_0SuMuz3IImPb6cZ,UCOL,Liberal Arts & Sciences,Biology,1,5,4,4,6,3,3,2,4,5,4,6,5,2,6,5,3,6,6,7,7,7,3,3,5,4,4,5,4,2,4,2,3,3,2,1,2,4,6,1,1
R_2ATrStNdpS7TQbx,UCOL,Liberal Arts & Sciences,Neuroscience & Behav Biology,1,3,3,3,3,5,3,1,4,4,4,4,4,4,6,4,3,6,6,6,7,6,6,6,6,3,3,2,4,4,4,4,3,3,3,3,2,7,5,1,2
R_3qWO5OQHEXn9KlJ,THEO,Master of Divinity,Divinity,2,2,2,5,5,1,1,1,3,2,2,3,4,3,5,2,1,7,4,7,5,2,3,6,3,4,4,1,2,3,2,4,3,3,1,2,2,4,4,4,1
R_2BxqG7WfLGfgW9n,THEO,Master Theological Stdy,Theological Studies,2,6,5,3,3,1,1,1,5,4,4,5,6,4,6,4,4,6,6,5,6,4,5,5,5,4,4,5,4,3,3,3,5,5,5,4,2,3,3,4,1
R_cCo8Skb7pLQpnQ9,UCOL,Liberal Arts & Sciences,Biology,2,5,5,3,2,3,2,1,5,7,7,4,7,1,7,7,4,6,3,3,1,3,1,1,3,2,2,1,1,3,3,3,3,3,1,1,2,5,4,4,2
R_8JvFGFhig2Vcwol,UCOL,Liberal Arts & Sciences,"Mathematics, Applied",1,2,2,3,7,5,3,4,4,7,7,7,7,7,7,7,7,4,4,5,5,5,5,6,6,1,1,1,3,1,1,2,3,3,3,3,1,4,5,1,1
R_0OJEjy5DhqbuHXv,UBUS,Bachelor of Business Admin,Business Administration,2,5,3,5,4,3,5,4,4,3,5,5,4,4,4,5,6,5,4,5,5,4,5,4,6,4,4,2,4,3,2,2,1,1,1,2,1,1,1,1,2
R_3KxppV9mZDbNcrh,UBUS,Bachelor of Business Admin,Business Administration,2,5,3,6,3,7,1,4,5,5,4,7,4,5,4,3,3,5,3,4,6,4,3,4,4,3,4,2,5,3,4,5,5,5,3,1,2,5,4,4,2
R_3O7BR32tiS7Vn5r,UCOL,Liberal Arts & Sciences,Economics,2,6,6,2,3,3,1,1,5,6,4,4,4,3,4,5,2,6,4,6,4,2,6,3,5,3,3,4,3,2,2,3,3,3,3,3,2,4,7,1,1
R_3xAPQdCrfP1039H,UBUS,Bachelor of Business Admin,Business Administration,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,6,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,2,4,4,4,1
R_p5hy7kgxBFlF3ax,GSAS,Doctor of Philosophy,Epidemiology,2,7,3,3,3,3,1,1,6,6,6,6,6,6,6,6,6,6,6,4,4,3,3,3,3,4,4,2,4,3,3,4,3,3,3,3,2,4,5,1,2
R_eER9hn1jePaDGYt,PUBH,Master of Public Health,Epidemiology,2,5,3,6,2,3,1,1,5,3,3,6,6,2,7,6,3,7,7,7,7,7,5,2,5,2,2,4,3,4,3,2,4,4,2,2,2,4,5,1,2
R_1ZJYjNChCRlXv01,PUBH,Master of Public Health,Health Policy and Management,2,7,6,6,3,4,2,1,5,6,6,4,5,6,5,5,3,5,5,5,5,5,5,5,5,2,2,4,2,4,3,3,4,4,2,4,2,7,6,4,1
R_dnEA7ZK2CVs4vfT,GSAS,Master of Science,Clinical Research,2,6,3,3,5,6,2,2,5,6,5,6,6,6,7,6,6,6,6,6,6,6,6,6,6,3,3,4,3,3,3,2,4,4,2,2,2,6,6,4,1
R_5orlnu8RF6MpTGl,GSAS,Doctor of Philosophy,English,2,6,6,6,4,5,5,1,7,7,7,4,7,4,6,7,5,7,4,5,6,6,6,4,3,5,5,5,3,3,3,3,5,5,5,5,2,5,4,4,2
R_0dkimJdSTNr0f3f,GSAS,Doctor of Philosophy,Business,2,6,6,6,6,2,2,1,5,4,4,4,4,1,5,4,3,6,6,5,5,4,5,4,5,3,3,2,3,3,3,2,3,3,4,2,2,5,7,4,1
R_blKoRDQndyXPToh,GSAS,Doctor of Philosophy,English,2,7,5,6,3,4,1,2,6,7,6,3,7,5,7,7,6,4,5,4,6,4,4,4,3,4,4,2,5,4,4,4,5,5,4,2,2,7,7,4,2
R_7WFbSxPMh14rmLj,THEO,Master of Divinity,Divinity,2,6,5,7,7,6,3,1,6,7,6,7,7,6,7,6,5,6,5,6,6,4,5,5,4,2,2,1,4,3,3,3,5,4,2,2,2,5,6,4,2
R_3VL6lTbGbPlArGJ,GSAS,Doctor of Philosophy,Chemistry,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3KCab8BRThiM3h6,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,7,5,7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,7,3,5,2,5,4,4,4,5,5,5,5,2,4,5,4,2
R_81gZOJkhOfMLPEt,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,3,2,5,5,5,1,1,6,6,5,4,5,2,6,5,4,4,4,2,3,4,4,3,4,2,2,2,2,2,3,1,4,4,3,2,2,4,5,4,2
R_9Ey7H3kAkt1bsjP,GSAS,Doctor of Philosophy,Chemistry,2,5,5,7,7,6,1,1,6,7,7,6,7,6,7,6,2,4,6,5,5,5,5,5,5,,,,,,,,,,,,,,,,
R_8dgkqQoGKLITA0t,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,5,3,7,2,2,1,1,4,4,3,5,4,1,5,3,2,4,1,4,3,4,2,4,5,2,4,1,5,3,3,1,5,5,3,1,2,3,3,4,2
R_6gsxBpCR9MtAVFj,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,5,5,3,5,2,1,1,3,1,1,4,3,1,3,1,1,6,4,6,4,3,3,4,6,3,3,1,4,3,3,2,5,5,3,1,2,4,3,3,1
R_3Lbep8JAgH8ekyp,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,7,5,5,3,3,3,1,7,7,7,5,6,6,7,6,5,6,4,5,5,5,4,5,5,4,4,4,4,4,4,2,3,3,1,1,2,4,1,4,2
R_5iQBZSX74R3PNcN,GSAS,Doctor of Philosophy,Chemistry,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,2,7,4,4,2
R_1jkUoz2gksVC9Er,GSAS,Doctor of Philosophy,Chemistry,2,6,4,1,1,1,1,1,1,7,7,7,1,7,7,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,2,1,1,4,1
R_0d2skgkNBSjNDRX,UCOL,Liberal Arts & Sciences,Religion,1,5,4,2,5,5,1,1,4,3,3,6,5,4,5,4,3,6,6,6,5,4,6,4,7,5,5,4,5,5,5,5,3,4,4,4,2,1,1,4,2
R_dipiwwji1WdQCY5,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,6,1,3,3,6,1,1,7,7,7,7,7,3,7,7,4,4,4,6,4,2,4,2,2,2,2,1,4,2,3,5,4,5,2,2,2,4,6,4,2
R_1ZwwnVoao5z9Jyt,GSAS,Doctor of Philosophy,Psychology,2,5,5,4,2,2,1,1,5,5,5,6,5,4,5,5,5,6,5,4,4,4,5,5,3,4,3,1,2,2,3,2,4,3,2,2,2,5,5,1,2
R_2gYgznuKzNRyKEd,GSAS,Doctor of Philosophy,Psychology,2,3,2,1,3,1,1,1,1,1,1,3,3,6,6,3,1,5,5,5,6,6,3,6,3,3,4,1,1,3,2,3,1,1,1,1,2,3,3,4,2
R_2hQOPcyQV2Hd7Jb,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,5,4,6,5,3,2,1,6,6,6,5,7,4,5,5,6,4,4,4,4,3,4,4,4,3,3,1,3,4,5,5,4,4,2,2,2,5,7,1,2
R_3qRflo40ZA2gpr7,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,3,6,6,5,2,2,1,6,6,6,1,6,3,7,7,,7,7,7,7,7,6,6,6,2,2,3,2,3,4,2,4,5,1,1,1,4,4,1,2
R_2sqjExHSaok1ZDT,GSAS,Doctor of Philosophy,Sociology,2,6,6,4,1,2,1,1,2,4,5,5,4,5,6,2,5,5,7,7,5,4,1,1,2,2,2,1,3,3,4,5,5,3,1,1,2,5,5,4,2
R_02IyEnIU74SbWBL,UNUR,Bachelor of Science in Nursing,Nursing,2,5,6,5,6,2,1,1,5,5,3,1,2,4,7,2,2,2,4,6,4,2,3,4,7,4,4,1,4,1,1,3,3,4,2,1,2,1,3,4,2
R_73ZAA5VY4yMa7YJ,GSAS,Doctor of Philosophy,Religion,2,5,5,3,4,3,2,2,5,5,5,3,4,3,5,4,2,7,7,7,5,5,6,6,7,4,4,4,2,3,4,3,4,3,3,3,2,5,5,4,1
R_3NRn6WgfouRKiuF,GSAS,Doctor of Philosophy,Religion,2,4,3,6,3,7,2,1,6,5,5,4,7,3,7,6,4,7,6,6,6,6,5,5,6,4,5,4,5,5,2,3,5,4,3,1,2,5,7,4,2
R_eM722I1S7BHRxDT,UCOL,Liberal Arts & Sciences,Neuroscience & Behav Biology,1,6,5,6,5,2,5,1,6,6,5,7,6,3,5,6,4,7,5,6,5,4,5,4,5,4,4,4,4,3,3,4,5,5,3,2,2,3,8,4,2
R_3m1ZmRwRoWS74xU,GSAS,Doctor of Philosophy,Anthropology,2,6,6,5,7,3,1,1,6,6,5,7,4,3,7,7,5,5,4,5,4,3,5,3,2,3,5,5,2,3,3,3,5,5,3,5,2,4,4,4,2
R_0V8Tt1N28evaIEl,GSAS,Doctor of Philosophy,Anthropology,2,5,3,6,6,3,1,1,5,3,3,3,5,5,5,5,5,4,5,4,5,4,5,5,5,3,3,2,4,3,4,3,4,4,3,1,2,3,4,4,1
R_3TNAiriclScdXr7,UCOL,Liberal Arts & Sciences,Economics,1,5,4,5,2,3,6,1,2,2,3,2,2,1,6,1,1,6,4,7,5,3,2,6,7,4,4,2,3,1,2,2,5,5,5,4,2,5,5,4,2
R_5nnVYpCXNq4UTyZ,GSAS,Doctor of Philosophy,Chemistry,2,6,7,5,3,4,2,3,4,5,5,5,5,3,6,5,4,5,5,6,5,6,5,6,5,4,4,2,4,3,3,3,4,4,2,2,1,1,1,1,1
R_9BwBjcKF8r3hQ33,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,5,3,6,5,5,2,1,5,5,3,5,3,5,5,3,3,6,6,6,6,5,4,4,6,3,4,2,2,3,3,3,4,4,2,1,2,4,1,4,2
R_8raEjwNlBrY3sbP,UCOL,Liberal Arts & Sciences,Psychology,1,5,5,4,6,4,2,2,4,3,4,2,4,2,4,3,3,6,6,6,6,6,6,6,6,3,3,4,4,3,3,3,2,2,2,2,2,2,3,1,2
R_0ktxI5XMiCi4idD,UCOL,Liberal Arts & Sciences,Economics,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,5,5,2,3,5,4,1
R_a00OuVpopH4ghCZ,UCOL,Liberal Arts & Sciences,Biology,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,2
R_21aDgjVlfBFQqYC,UCOL,Liberal Arts & Sciences,Biology,2,3,3,3,2,3,2,2,3,2,4,3,4,3,3,3,2,4,3,4,5,3,4,3,4,3,4,3,3,3,2,2,2,4,3,3,2,6,7,1,2
R_8kzSk073ijNPmwB,UCOL,Liberal Arts & Sciences,Human Health,2,5,5,6,2,1,1,1,4,3,3,4,5,5,6,4,5,6,5,4,5,4,5,5,4,3,4,2,3,3,4,5,4,4,3,3,2,6,6,4,2
R_9ABFARBtApK9Xmt,UCOL,Liberal Arts & Sciences,Human Health,1,7,5,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,2,7,4,1,2
R_2e3Fa9ct4CnX7mE,UBUS,Bachelor of Business Admin,Business Administration,2,7,7,7,7,5,3,3,7,7,7,7,7,6,6,4,6,7,3,4,4,2,3,4,5,1,1,4,4,4,3,3,5,5,5,5,2,6,6,4,2
R_3Ubay4bSugSs9lr,UCOL,Liberal Arts & Sciences,German Studies,2,5,3,2,2,2,2,2,5,6,5,6,6,6,7,7,6,7,7,7,7,6,7,3,5,5,5,2,4,4,3,5,3,3,2,2,2,5,6,4,2
R_bEDtzB6tE7NpR2t,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,7,7,5,3,5,1,1,7,7,7,4,7,4,7,7,4,4,4,5,5,5,6,5,5,2,2,3,2,4,4,4,4,4,2,3,2,5,4,4,1
R_0weOe7UKnMOsufX,GSAS,Doctor of Philosophy,Political Science,2,6,5,6,6,6,2,2,5,5,1,7,5,3,6,6,3,6,7,6,6,7,6,3,4,3,3,4,4,3,3,3,4,4,3,1,2,4,4,4,1
R_28Nc7wL3ZtUXvkL,GSAS,Doctor of Philosophy,French,2,6,4,3,7,3,1,1,3,3,3,7,5,4,5,4,3,5,6,7,7,6,4,4,6,4,3,2,3,3,3,3,3,3,1,1,1,2,1,6,2
R_8jC9EGC2uVHqWOh,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,7,7,3,6,2,1,1,7,7,7,7,7,6,7,7,5,,1,3,4,2,6,4,6,4,4,1,3,3,3,4,5,5,5,3,1,5,5,1,2
R_1IYPfywwdjYcVau,GSAS,Doctor of Philosophy,History,2,7,7,7,7,3,3,2,6,7,6,7,6,4,7,5,6,7,6,7,5,5,7,5,7,5,5,4,4,5,4,4,5,5,5,1,1,4,4,4,1
R_2y78MUQYG0SVOQ4,PUBH,Master of Public Health,Global Health,2,4,2,3,2,1,2,2,3,3,2,7,3,4,3,4,2,4,3,5,4,2,2,4,4,4,4,2,2,2,2,3,4,3,2,1,2,3,4,4,2
R_5cHQKoK7rdAsLn7,UBUS,Bachelor of Business Admin,Business Administration,2,6,3,2,5,6,1,1,6,5,4,5,6,4,7,7,6,5,5,6,6,4,2,2,1,3,4,1,3,3,4,5,4,4,2,2,2,4,5,1,2
R_5yVo2syDXNp58Md,UCOL,Liberal Arts & Sciences,Neuroscience & Behav Biology,1,3,2,2,6,2,1,1,3,4,3,4,4,3,7,5,2,6,7,5,5,3,5,4,6,3,3,2,4,2,2,2,4,3,3,1,2,5,5,4,1
R_zesbf5EQRmL77J7,GSAS,Doctor of Philosophy,Environmental Health Sciences,2,5,6,5,6,7,2,1,6,6,5,6,6,6,6,6,4,6,4,6,3,4,5,4,2,4,4,4,3,3,2,2,4,5,4,5,2,4,6,4,2
R_6G6uXil450lFALr,UCOL,Liberal Arts & Sciences,Latin,2,6,3,6,4,2,2,2,4,7,3,6,6,4,6,5,3,5,3,1,5,5,6,5,4,5,5,2,3,2,2,3,5,5,4,3,2,4,6,4,1
R_cYqfN7qcAlYDaSN,GSAS,Doctor of Philosophy,Chemistry,2,5,5,3,5,3,3,4,3,7,5,5,5,4,4,5,4,3,3,5,3,3,3,3,3,3,3,3,4,3,3,3,4,3,2,1,1,1,3,1,2
R_6sc5YoNd3srPiC1,GNUR,Master of Science in Nursing,Family Nurse Practitioner,2,3,4,4,6,6,5,6,6,6,6,6,6,6,6,6,5,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,2
R_81Z6FLEIEx4yXGJ,UCOL,Liberal Arts & Sciences,Biology,1,3,3,2,1,3,3,1,3,3,3,2,5,1,4,4,5,1,1,1,4,1,1,1,7,1,1,1,1,3,3,4,3,3,4,4,2,1,2,1,2
R_11X972M8KAvs5gK,UCOL,Liberal Arts & Sciences,Political Science,2,7,3,3,6,3,2,1,4,6,4,2,4,2,6,5,4,5,6,6,6,6,6,6,6,4,4,4,4,4,4,5,3,3,3,3,2,4,5,4,2
R_1zu6TR53H0AWrdj,UCOL,Liberal Arts & Sciences,Sociology,1,4,5,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1SvRjl8WEGLyr5j,UCOL,Liberal Arts & Sciences,Environmental Studies,1,6,3,5,3,6,6,6,6,7,6,5,6,7,7,6,6,7,7,6,6,5,4,4,4,4,4,3,4,4,5,4,4,5,2,2,2,5,4,3,2
R_3ds3rRcvjeEs4h7,UOXF,Associate of Arts,Arts & Sciences,1,5,4,5,6,5,3,2,5,7,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,3,3,2,4,3,3,5,4,4,4,2,2,4,4,6,1
R_aheZpDsqu24aYxT,UOXF,Associate of Arts,Arts & Sciences,1,6,5,5,7,6,6,7,6,7,6,7,7,7,7,7,6,4,5,6,7,5,7,4,3,5,5,5,4,5,4,4,5,5,5,5,2,5,5,4,2
R_6QBmzo7LbmK2Iuh,GSAS,Doctor of Philosophy,Comparative Literature,2,6,5,4,2,4,1,1,4,5,4,4,4,5,4,4,3,3,4,5,5,4,4,5,4,2,2,2,4,,3,3,4,4,2,2,2,5,5,4,2
R_4Sp3jR9eE0SLu3X,UCOL,Liberal Arts & Sciences,Psychology,2,7,2,3,6,7,1,1,6,7,7,5,3,5,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,
R_z6bX2jeqTcNhiKd,UCOL,Liberal Arts & Sciences,Anthropology & Human Biology,1,6,5,4,3,1,2,1,3,4,3,6,4,1,4,4,2,5,5,6,4,3,1,4,6,4,4,4,4,4,3,4,4,3,5,3,2,5,5,1,2
R_3R6CgoggQcKcA3b,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,3,4,5,,2,1,1,3,4,2,6,2,3,3,1,1,5,6,4,5,3,4,3,4,1,1,1,5,2,2,1,4,3,4,2,2,4,3,4,2
R_3IQNPmRYh0EtPYF,UCOL,Liberal Arts & Sciences,"Mathematics, Applied",1,7,7,5,6,5,6,6,6,6,6,7,6,7,7,5,5,7,7,4,5,7,6,4,7,5,4,2,5,3,3,5,5,5,3,3,2,6,6,4,2
R_ezmaZNvc2pWnSxT,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,4,2,3,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3UXvbTIcGGCphdj,UBUS,Bachelor of Business Admin,Business Administration,1,6,6,1,1,3,2,1,7,6,4,5,5,3,6,4,4,5,4,5,4,4,5,4,3,3,4,4,2,2,2,2,5,5,1,1,2,7,7,1,2
R_dbgkDPzoWiDxlXf,UCOL,Liberal Arts & Sciences,Human Health,1,5,5,5,5,2,2,1,4,4,4,4,4,4,3,3,2,4,4,4,4,4,2,3,1,3,3,3,3,2,2,2,3,3,3,3,2,4,3,1,2
R_eu3pvy0g7HbwqAB,UCOL,Liberal Arts & Sciences,Anthropology,2,6,6,4,5,2,3,2,2,6,5,1,6,5,6,4,3,4,5,4,5,5,4,4,4,2,2,3,3,3,3,4,3,3,3,3,2,3,7,4,2
R_9RA43KFHfyyC2KV,UCOL,Liberal Arts & Sciences,Anthropology & Human Biology,1,5,5,5,5,2,3,1,2,2,1,5,1,4,3,1,1,6,7,7,5,4,7,1,1,4,4,4,1,5,5,5,4,4,5,1,2,5,8,3,2
R_9pOsW85PKL5s4Id,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,1,3,1,1,1,1,4,7,2,7,3,7,7,1,1,3,4,2,3,5,4,4,1,3,1,4,3,1,2,5,5,5,5,1,2,5,6,4,2
