ResponseID,Finished,Career,Q3a,Q3b,Q3c,Q3d,Q3e,Q3g,Q3f,Q5Club,Q5Vol,Q5Garden,Q5Hub,Q5Farm,Q5Web,Q5Movie,Q7Grown,Q7behavior,Q7aware,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q9l,Q9m,Q9n,Q11foot,Q11Bio,Q11Equity,Q11PP,Q11Goals,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Status,Level,Time,Do you consider yourself:,Highest1,Highest2,Background,Woman,Man,TransW,NonBinary,PreferNotToAnswer,TransM,Residence
R_Wd3Qfx4oV5ZWiHf,Survey Finished,GAH,4,2,4,5,2,2,3,1,1,,,1,1,,2,4,5,1,1,1,3,1,1,1,3,1,1,1,2,1,1,4,5,3,2,3,4,5,4,4,3,4,2,0,1,1,3,5,4,,1,,,,,Off Campus
R_1dowOfq2AEtmLis,Survey Finished,UCOL,4,3,4,5,3,2,3,,,,,,1,,4,4,4,1,3,1,1,1,1,1,3,1,3,1,1,1,1,5,3,1,3,1,4,4,3,5,3,4,1,2,0,1,3,1,3,1,,,,,,Off Campus
R_3M38uYk49o7283s,Survey Finished,PUBH,4,5,5,4,3,2,2,,,,,,1,,4,4,5,1,1,1,1,1,1,1,1,1,1,1,3,1,3,5,2,3,3,5,3,3,3,5,3,3,2,0,1,1,1,1,6,1,,,,,,Off Campus
R_3EYKjfNEKvCn7Km,Survey Not Finished,UCOL,3,4,3,4,2,1,1,,,,,,,,3,4,1,3,3,1,2,1,3,1,1,1,3,1,1,1,3,3,1,1,1,1,3,1,2,1,3,4,1,3,0,1,5,4,3,,1,,,,,On Campus
R_2oi86AGUy4f9C0x,Survey Finished,UCOL,1,1,1,1,1,1,1,,,,,,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,6,6,3,,,,1,,,On Campus
R_2Tq4Aa3KPUe8F25,Survey Finished,GSAS,5,5,4,3,5,3,3,,,,1,,,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,4,5,5,5,5,4,2,0,4,1,5,2,6,1,,,,,,Off Campus
R_2X6zY95DsnWKTyp,Survey Finished,UBUS,5,5,1,2,2,5,3,1,,,,,1,1,4,4,4,1,1,2,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,5,4,4,1,,,,,,Off Campus
R_3RslEE8Y9oLNgFY,Survey Not Finished,GBUS,3,2,4,1,1,1,1,,,,,,,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_1feKpMVEHOY4PuQ,Survey Finished,UNUR,5,5,5,3,3,1,3,,,,,,,,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,5,5,5,5,5,5,5,5,5,2,0,1,1,5,4,4,1,,,,,,Off Campus
R_3oF8tayeq5JQSaV,Survey Finished,UCOL,3,1,4,1,1,1,3,,,,,,,,3,2,4,1,1,3,1,1,3,1,3,1,1,1,1,1,2,5,5,1,2,3,3,5,3,5,2,3,1,1,0,1,6,4,4,,1,,,,,On Campus
R_1etv90JgPhn2B4y,Survey Finished,UNUR,5,5,4,2,2,1,1,,,,,,,,3,3,4,3,3,3,3,1,3,1,3,1,1,1,3,3,2,3,2,1,3,1,4,3,2,2,3,2,1,2,0,1,4,3,1,1,,,,,,Off Campus
R_2YgiMshcBnaV5xq,Survey Finished,THEO,2,4,5,2,5,3,4,1,,,,1,,,4,4,5,1,1,3,1,1,3,1,3,1,1,3,3,3,1,4,4,1,1,1,5,5,5,5,5,5,2,0,1,1,3,3,2,1,,,,,,Off Campus
R_1i9Gjbv2ThCb7HS,Survey Finished,UCOL,5,1,5,1,3,1,1,,,,1,1,,,3,4,4,1,2,1,3,1,1,1,1,1,1,1,3,1,1,3,4,3,1,3,2,3,3,4,3,3,1,1,0,1,2,2,4,1,,,,,,Off Campus
R_1IWocVnXP1UVVz5,Survey Finished,GSAS,4,3,3,1,3,1,1,,,,,1,,,3,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,5,5,1,4,3,3,3,3,1,1,4,2,0,5,1,4,2,4,,1,,,,,Off Campus
R_3oF8sDklXl4UfEL,Survey Finished,UBUS,4,4,5,2,1,1,4,,,,,1,,,3,3,3,1,1,1,3,1,3,1,1,1,1,1,3,1,1,5,5,4,4,1,4,4,2,2,2,4,1,1,0,1,4,4,4,1,,,,,,Off Campus
R_77zU784bSPCDuWl,Survey Finished,UCOL,5,2,1,2,1,1,1,,,,,,,,2,2,2,3,3,1,3,3,3,1,3,3,1,3,3,1,1,1,1,1,1,1,1,4,4,3,1,1,1,1,0,2,6,5,1,,1,,,,,On Campus
R_Z2F1vA7VlFoTVS1,Survey Finished,GAH,5,5,5,5,1,1,1,,,,,1,1,,3,4,2,1,1,1,3,3,1,1,1,1,3,1,3,1,1,4,3,5,4,3,5,5,5,5,5,5,2,0,1,1,4,7,4,1,,,,,,Off Campus
R_stWx9i6FV6d1tpn,Survey Finished,PUBH,4,4,4,4,4,2,2,,,,,,,,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,5,5,5,5,5,5,5,2,0,3,1,4,4,4,1,,,,,,Off Campus
R_3HLGtfS8FaIeFyb,Survey Finished,GSAS,5,4,5,3,3,3,4,,,,,1,1,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,3,4,4,4,4,4,4,4,2,0,5,2,1,1,1,,1,,,,,Off Campus
R_3EiqqjG9LfN5Dmb,Survey Finished,PUBH,4,4,4,4,2,2,2,1,,,,1,,,4,3,3,3,3,3,3,3,3,3,,3,3,3,3,3,3,5,4,4,4,5,2,5,3,3,3,3,2,0,1,1,5,2,3,1,,,,,,Off Campus
R_3j71c8g8F2V7I3L,Survey Finished,GSAS,5,5,4,3,4,3,3,,,,,,1,,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,5,5,5,5,5,5,2,0,5,1,8,8,1,,1,,,,,Off Campus
R_24bLAKw1SZbXMnA,Survey Finished,GSAS,4,4,4,4,3,1,3,,,,,1,,,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,5,5,4,5,4,5,2,0,5,1,1,2,4,1,,,,,,Off Campus
R_25vbgo4jTcs6RQI,Survey Finished,PUBH,5,5,5,3,2,1,1,1,,,,,1,,2,3,2,1,1,3,1,1,3,1,1,1,3,1,1,1,2,5,3,3,1,2,5,5,5,3,5,5,2,0,1,1,3,2,3,1,,,,,,Off Campus
R_2QszF6ZVjwhHW5c,Survey Finished,UCOL,4,3,3,2,2,1,4,,,,,,,,4,3,4,1,1,3,2,1,1,1,1,1,1,1,1,1,1,5,5,4,3,4,4,5,4,5,4,5,1,1,0,1,1,2,4,,1,,,,,Off Campus
R_UaVQYatHYcO8V2x,Survey Finished,GSAS,4,3,2,3,3,4,4,,,,1,,,,4,3,3,2,2,1,1,2,3,2,3,2,1,2,1,2,1,1,2,3,4,2,4,4,3,2,3,4,2,0,5,2,6,5,1,,1,,,,,Off Campus
R_D14Nf67sFQHD18R,Survey Finished,GSAS,4,2,4,5,2,1,3,,,,,,,,3,3,4,1,1,1,2,3,3,1,1,1,3,1,1,1,1,4,4,1,1,2,3,3,2,4,2,3,2,0,5,1,1,4,4,1,,,,,,Off Campus
R_3O8pQtAO9oaluhP,Survey Finished,GSAS,4,4,3,3,2,1,3,,,,,,,,3,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,4,3,3,5,3,4,2,0,5,1,5,3,4,,1,,,,,Off Campus
R_PBesnsMhJ3yUqdj,Survey Finished,THEO,5,3,4,2,4,4,5,1,,1,,,,,4,4,5,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,5,4,1,5,5,5,4,4,4,4,2,0,3,1,6,3,4,1,,,,,,Off Campus
R_1Nt9hlGttLx083T,Survey Finished,GSAS,5,4,4,2,1,1,4,,,,,,,,3,3,4,1,1,3,1,1,1,1,3,3,3,1,1,1,1,3,4,4,2,2,4,3,3,1,2,3,2,0,5,2,5,5,1,,1,,,,,Off Campus
R_2sRwKA9A0OKfEgf,Survey Not Finished,GSAS,4,3,4,1,2,1,5,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_2s6YdicqD7IbRv8,Survey Finished,GSAS,5,4,4,4,3,2,5,1,,,,1,,,5,5,5,1,1,1,2,,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,4,5,4,4,2,0,6,1,6,5,4,,1,,,,,Off Campus
R_32OPHMQ98tB9l3j,Survey Finished,GSAS,4,5,3,3,2,1,4,,,,,1,1,,3,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,4,2,0,3,1,5,4,2,1,,,,,,Off Campus
R_2QLgHzLPsyVwMu4,Survey Finished,GSAS,4,2,4,4,4,1,3,,,,,1,,,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,4,4,5,5,4,4,2,0,5,1,6,5,4,1,,,,,,Off Campus
R_3izhcjmFjNe0ysB,Survey Finished,GSAS,4,3,3,2,4,1,1,,,,,1,,,2,2,2,1,2,1,1,1,1,1,3,1,1,,1,1,1,3,3,2,2,2,4,4,4,5,4,5,2,0,6,1,5,5,4,1,,,,,,Off Campus
R_R1XHoUdEiABOypb,Survey Finished,GSAS,3,5,3,2,5,1,3,,,,,1,,,3,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,3,5,5,5,5,3,4,5,4,5,4,5,2,0,4,1,6,4,4,,1,,,,1,Off Campus
R_AmS1i0Mjm3CHgHf,Survey Finished,GSAS,5,4,5,3,2,1,2,,,,,1,,,3,4,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,5,5,1,1,1,5,5,1,3,5,5,2,0,6,1,5,4,4,1,,,,,,Off Campus
R_3PUl2ukooFzIeqf,Survey Not Finished,GSAS,4,3,5,1,2,1,3,,,,,,,,4,5,3,3,3,1,2,3,3,1,,,,1,3,1,1,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_O3auhEk6Uokgkud,Survey Not Finished,GSAS,4,3,3,2,5,3,4,1,,,,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_qx7oVk1S7kUyyOd,Survey Finished,GSAS,4,3,5,3,3,3,5,,,,,1,,,3,2,2,1,3,1,3,1,1,1,1,1,1,1,1,1,3,4,4,1,1,3,4,3,3,2,4,3,2,0,2,1,6,5,4,,1,,,,,Off Campus
R_2gETX9xGT7wZLjj,Survey Finished,GAH,4,3,3,3,3,1,1,,,,,,,,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,5,4,2,2,3,2,3,3,0,0,1,6,5,6,1,,,,,,Off Campus
R_cvfNBlfOV6BAJVL,Survey Finished,UCOL,4,3,4,4,5,2,2,,1,,,1,,,3,3,4,1,1,1,3,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,4,5,5,3,5,4,1,1,0,1,4,3,2,1,,,,,,On Campus
R_OfkyDPLG0ic2jHX,Survey Finished,GSAS,5,5,5,2,5,1,2,,,,,,,,3,3,3,1,1,3,2,2,1,1,1,1,1,1,1,1,1,5,5,3,1,5,5,4,4,2,3,5,2,0,5,1,6,7,4,,1,,,,,Off Campus
R_116q6WG8Wm68PRk,Survey Finished,GSAS,5,5,5,4,5,2,2,,1,,,,1,,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,3,5,5,5,5,5,5,2,0,5,1,6,5,4,1,,,,,,Off Campus
R_3IWBu2LM61r3mVc,Survey Finished,GSAS,4,5,5,5,5,3,5,,,1,,1,1,,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,4,4,5,5,5,5,5,5,2,0,3,1,4,4,4,1,,,,,,Off Campus
R_1Clpcmejc8ujJY5,Survey Not Finished,PUBH,3,4,2,2,5,1,1,,,,,1,,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_3J8gOOzXdRCNka3,Survey Not Finished,PUBH,3,3,3,3,3,3,3,,,,,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_3FXVvtOX51u2KDS,Survey Finished,GSAS,5,4,5,3,2,1,3,,,,,1,,,2,3,4,3,1,3,2,1,1,1,3,1,3,1,3,1,1,3,5,1,2,3,4,2,3,5,3,4,2,0,2,1,6,4,4,1,,,,,,Off Campus
R_3G6sY3KDg8EBABv,Survey Finished,UBUS,3,2,2,4,1,1,1,,,,,,1,,3,3,3,1,3,1,1,2,3,1,1,1,3,1,1,1,1,5,2,1,1,1,3,2,2,2,2,2,1,1,0,2,5,4,1,,1,,,,,Off Campus
R_29sHYYDCJ4sdVkt,Survey Finished,GSAS,4,3,5,3,5,1,1,,,,,1,1,,3,2,5,1,3,1,2,1,1,1,1,1,1,1,3,1,3,4,4,2,2,1,4,3,3,4,3,4,2,0,4,1,4,4,1,,1,,,,,Off Campus
R_1jVxiTk1bKvrGS0,Survey Finished,GSAS,5,4,5,4,3,1,4,,,,,,,,4,3,2,2,3,3,1,1,1,1,1,3,1,3,1,1,2,3,4,3,1,5,4,4,2,1,3,3,2,0,5,2,6,5,4,1,,,,,,Off Campus
R_1K6KAtMAwaCOZgW,Survey Finished,GSAS,4,4,4,4,2,1,4,,,,,,,,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,4,4,3,3,3,2,5,2,0,5,2,4,5,4,1,,,,,,Off Campus
R_Pv1rXDZ1ISTN6Yp,Survey Finished,GSAS,4,4,4,4,3,1,2,,,,,,,,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,4,4,4,1,4,4,3,3,2,3,2,0,5,1,5,5,4,,1,,,,,Off Campus
R_VKESbq7H9w6401z,Survey Finished,GSAS,5,5,5,3,3,3,5,,1,,,1,1,,3,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,5,5,4,3,5,4,4,3,5,5,2,2,0,5,2,4,4,1,,1,,,,,Off Campus
R_2XnY0wooJysAGrD,Survey Finished,GSAS,5,4,4,3,4,1,2,,,,,,,,2,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,2,5,5,4,1,3,4,4,4,3,4,4,2,0,5,1,4,1,4,1,,,,,,Off Campus
R_2WG2Rmyjtui6UCm,Survey Finished,UBUS,4,4,4,5,3,1,1,,,,,,,,4,3,3,1,1,1,2,1,3,1,3,1,3,3,1,1,3,4,2,1,2,1,4,4,4,4,4,4,1,1,0,2,6,4,1,,1,,,,,Off Campus
R_2A05VLBK1KAZ8xb,Survey Finished,GSAS,4,4,3,3,4,1,2,,,,,1,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,1,3,4,4,3,5,4,3,2,0,6,1,4,4,4,1,,,,,,Off Campus
R_Qn5P1rEHrTQP2ud,Survey Finished,GSAS,5,5,3,2,2,1,1,,,,,,,,2,3,1,2,3,1,1,1,1,1,1,3,3,1,3,3,2,3,2,1,1,1,4,3,1,5,1,1,2,0,5,2,4,4,1,,1,,,,,Off Campus
R_2fD7haVziJ2n5Tt,Survey Not Finished,GSAS,5,4,4,4,5,1,1,,,,,1,,,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_1NE3o8Tyxc3rMU4,Survey Finished,UCOL,3,5,5,4,5,3,5,,,,1,1,,,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,3,1,,1,1,0,1,8,8,6,,,,1,,,On Campus
R_2sRB6ILyY3ygYNs,Survey Finished,UCOL,5,4,5,5,4,1,3,,1,,,,,,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,5,2,1,5,5,3,1,2,1,5,1,1,0,1,5,5,4,,1,,,,,On Campus
R_1hLpRMfGWdYlgdn,Survey Finished,UCOL,4,2,4,4,1,1,2,,,,,1,,,5,4,4,1,1,3,3,1,3,1,1,1,1,1,1,1,3,5,4,1,2,1,4,5,4,4,3,3,1,1,0,1,6,5,4,1,,,,,,On Campus
R_06PofDIhWJ6Wp8t,Survey Finished,GSAS,4,3,3,4,3,1,2,,,,,1,,,3,2,4,1,3,3,3,3,1,1,3,1,1,1,3,1,1,5,3,3,1,3,2,3,2,1,1,3,2,0,1,1,3,2,4,1,,,,,,Off Campus
R_3qmQQ9qhBVnMwxR,Survey Finished,GSAS,4,3,3,2,4,1,3,,,,,1,,,4,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,5,5,3,2,2,3,4,2,5,3,4,2,0,6,1,5,4,4,,1,,,,,Off Campus
R_OdixnjUqjdXB62B,Survey Finished,UCOL,4,4,3,3,2,1,3,,,,,1,1,1,4,4,4,3,3,1,1,3,1,1,1,1,3,1,3,1,1,4,3,1,1,1,3,4,4,5,3,4,1,1,0,1,1,1,1,1,,,,,,On Campus
R_30o8ycLoREeNg0F,Survey Finished,UCOL,4,2,5,4,3,1,4,,,,,1,,,3,3,3,3,1,3,2,1,3,1,3,1,1,3,3,1,2,3,2,3,1,1,2,5,4,3,5,3,1,2,0,1,6,2,1,1,,,,,,On Campus
R_Aj7jrs3Rt8i49mF,Survey Finished,UCOL,5,4,5,4,5,4,3,1,1,,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,5,5,5,5,1,1,0,1,5,5,1,1,,,,,,On Campus
R_ZltAN4sSANxxVPX,Survey Finished,UCOL,4,2,4,4,4,3,4,,,,,1,,,3,4,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,4,3,3,5,4,4,4,4,4,4,1,1,0,1,3,5,4,1,,,,,,Off Campus
R_pmG45AueFVQRfyN,Survey Finished,UCOL,5,4,5,5,4,4,4,,1,,,1,,1,5,5,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,5,2,2,3,5,5,5,5,5,5,5,1,1,0,1,1,6,3,1,,,,,,On Campus
R_ebbXKUAIFCuoDpn,Survey Finished,UCOL,4,5,5,5,3,2,2,,,,,1,1,,3,3,4,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,2,1,1,1,4,5,3,3,3,3,1,1,0,1,5,1,1,1,,,,,,On Campus
R_1loZmSz0Y90gvx6,Survey Finished,UCOL,3,2,4,1,4,2,5,,,,,1,,,4,4,4,1,3,3,1,1,1,1,3,1,1,1,3,1,1,4,5,3,5,4,4,4,4,2,3,2,1,1,0,1,4,4,1,1,,,,,,On Campus
R_10Crpu9VPiTsrqk,Survey Finished,UCOL,1,3,2,5,3,1,1,,,,1,1,,,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,4,3,5,3,5,5,2,1,2,0,1,6,7,1,,1,,,,,On Campus
R_1ZaQlpOhrySbjRT,Survey Finished,UNUR,4,4,5,3,2,1,2,,,,,1,,,3,3,4,1,1,1,3,1,3,1,3,1,1,3,3,3,1,2,2,2,2,2,3,3,3,3,3,3,1,1,0,1,5,4,1,1,,,,,,On Campus
R_tMSjRvIMh0oyX7j,Survey Finished,UCOL,5,4,4,4,3,1,3,,1,,,1,,,2,2,2,1,3,1,1,1,1,1,1,1,1,1,3,1,1,5,5,3,3,5,5,4,4,5,4,5,1,1,0,1,6,7,4,1,,,,,,On Campus
R_1qaZnWGEUg5niET,Survey Finished,UCOL,4,3,5,2,1,1,3,,,,,1,,,3,3,4,1,3,3,1,1,1,1,3,3,3,3,3,3,3,5,4,1,1,1,4,3,3,3,4,3,1,1,0,1,6,7,3,,1,,,,,On Campus
R_2PzofXJZhrF3lyK,Survey Finished,UBUS,4,3,3,2,1,1,1,,,,,1,,,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,4,,1,1,3,2,2,2,2,3,1,1,0,1,6,7,6,1,,,,,,Off Campus
R_2f9jVlGYGkgJqU6,Survey Finished,UCOL,3,4,4,4,3,1,3,,1,,,1,1,,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,3,2,1,4,4,4,4,3,2,1,1,0,1,4,4,1,1,,,,,,On Campus
R_tXHIbyciwVRzaJX,Survey Finished,UCOL,5,4,4,1,1,2,4,,,,,1,,,3,4,5,1,1,1,3,3,3,1,3,1,1,1,3,1,1,5,3,4,1,1,5,5,4,5,3,3,1,1,0,1,6,5,3,1,,,,,,Off Campus
R_3qxqFb8o2u3vz1m,Survey Finished,UBUS,4,3,4,5,2,1,4,,,,,,,,3,3,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,5,4,1,1,2,4,5,5,5,5,4,1,1,0,1,5,4,4,,1,,,,,On Campus
R_w1Vi4m5DnQm9HVf,Survey Finished,GSAS,4,3,4,1,3,1,2,,,,,,,,3,4,1,1,1,1,1,1,1,1,3,1,1,1,3,1,2,2,2,2,1,2,3,4,4,4,3,3,2,0,1,1,3,4,3,1,,,,,,Off Campus
R_3soyJcx66q8vpCt,Survey Finished,PUBH,2,1,4,3,1,1,3,,,,,1,1,,3,3,4,1,1,1,3,1,3,1,3,1,1,1,1,1,1,3,3,4,5,4,4,2,3,1,3,4,2,0,2,1,5,4,4,,1,,,,,Off Campus
R_3EiHYu0B2kkz3yh,Survey Finished,UCOL,4,5,5,4,4,2,3,,,,,,,,2,4,4,1,1,1,2,1,1,1,1,1,1,1,3,1,3,4,4,4,1,5,4,4,4,4,3,3,1,1,0,1,6,6,4,1,,,,,,Off Campus
R_XzSl1LRtyeEDezD,Survey Finished,UCOL,4,4,4,3,2,3,5,,,,1,1,1,,3,3,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,3,2,5,5,5,5,4,5,5,1,1,0,1,6,3,4,,1,,,,,Off Campus
R_1rrxtGfcPaQH5cp,Survey Finished,UCOL,4,3,5,4,5,2,2,,1,,,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,2,4,4,4,4,1,3,0,1,5,5,4,1,,,,,,On Campus
R_vVIA9ti3DCO8pHP,Survey Finished,UCOL,4,5,5,3,5,4,5,,1,1,,1,1,,4,4,4,3,1,3,3,1,1,1,1,1,1,3,3,1,1,3,5,2,2,2,5,5,5,5,5,5,1,1,0,1,4,4,1,1,,,,,,On Campus
R_1nU7TJgvbjNaO6S,Survey Finished,UBUS,3,2,3,3,2,1,2,,,,,1,,,5,5,5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,5,5,2,3,5,3,3,3,4,3,4,1,1,0,1,3,1,1,,1,,,,,Off Campus
R_1mpUzxKkWlWT8La,Survey Not Finished,LAW,4,3,4,2,3,1,3,,,,,,,,3,3,2,1,1,1,1,1,1,1,3,1,3,1,1,1,3,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_2R2MilZ8zsSlxzb,Survey Finished,UCOL,4,3,5,5,5,1,2,,,1,1,1,1,,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,2,5,4,5,5,5,5,5,1,1,0,1,4,4,4,,1,,,,,On Campus
R_pnouPycnf3NGXZf,Survey Finished,UCOL,5,5,3,2,1,2,2,,1,,,,,1,4,3,1,2,3,1,1,1,2,3,1,2,1,2,3,3,3,1,2,3,4,2,4,4,3,2,4,2,1,1,0,2,1,1,3,,1,,,,,On Campus
R_ANaAPqwCjxpxKPD,Survey Finished,GSAS,3,4,4,3,4,1,3,,,,,,,,2,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,4,3,5,4,4,4,3,5,3,4,2,0,2,1,5,3,4,1,,,,,,Off Campus
R_1BRQ1qycoOHtydd,Survey Finished,UCOL,4,3,5,4,3,4,4,1,1,,,1,1,,4,3,3,1,3,1,2,3,1,1,1,1,1,3,1,1,1,4,5,3,3,5,5,3,3,4,4,4,1,2,0,1,5,5,4,1,,,,,,On Campus
R_1NFaGn0SvJj33m6,Survey Finished,UCOL,4,3,3,3,4,4,1,,1,,,1,1,1,5,4,4,1,1,1,2,1,1,1,1,1,1,1,2,1,1,5,5,4,4,5,5,4,4,4,4,4,1,1,0,1,4,4,3,1,,,,,,Off Campus
R_1DnwQCbYSJ9FqeC,Survey Finished,THEO,4,4,5,3,5,1,2,1,,,,,,,4,5,3,1,1,1,3,1,1,1,1,1,1,1,3,1,1,5,3,1,1,4,5,4,4,4,4,5,2,0,2,1,5,4,4,1,,,,,,Off Campus
R_1OwVbHpEy85tyJe,Survey Finished,UCOL,4,5,5,4,5,3,5,1,,,,,1,,4,4,3,1,3,1,2,1,1,2,1,1,1,1,1,1,1,5,5,3,2,2,5,5,5,4,5,5,1,2,0,1,3,3,4,1,,,,,,On Campus
R_vOBUQGvNUMc8BnX,Survey Finished,UCOL,5,4,4,5,5,5,3,1,,,,,,,5,5,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,0,1,3,8,1,,1,,,,,On Campus
R_27Th6RX8YXkBa5R,Survey Finished,GSAS,4,3,4,3,2,1,1,,,,,,,,3,3,3,3,3,3,3,1,3,1,1,1,1,3,3,1,3,3,2,1,1,4,3,3,3,3,2,2,2,0,2,1,4,1,3,1,,,,,,Off Campus
R_1g5Xi2ziXijhfIm,Survey Finished,UCOL,5,5,4,4,4,3,4,,,,,1,,,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,2,2,4,3,3,4,4,3,1,1,0,1,5,4,4,1,,,,,,On Campus
R_1FkQL5LGlMeFHQU,Survey Finished,GSAS,3,3,4,2,2,1,1,,,,,,,,3,3,4,1,3,1,3,1,1,1,1,1,1,1,3,1,1,3,2,3,1,1,3,4,3,4,3,3,2,0,3,1,4,1,4,,1,,,,,Off Campus
R_3nCyr0BnJMVHFV2,Survey Not Finished,GSAS,4,5,5,3,5,1,5,,,,,,,,4,5,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_51O4MzSqbFCIbn3,Survey Finished,GSAS,4,4,4,3,2,1,2,,,,,1,,,4,4,3,1,3,1,3,1,1,1,1,1,1,1,1,1,3,4,4,1,1,2,4,4,4,4,4,4,2,0,2,1,4,4,4,,1,,,,,Off Campus
R_UbcqLbLnDcAh33z,Survey Finished,UBUS,4,3,3,2,2,1,1,,,,,,,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,4,3,4,1,1,0,1,5,4,6,1,,,,,,Off Campus
R_eFkteDf5SeANNYt,Survey Finished,GSAS,4,1,4,4,4,1,4,,,,,1,,,3,3,3,1,3,3,1,1,1,1,3,1,1,1,1,1,1,4,4,4,1,4,4,4,4,5,5,4,2,0,2,1,5,3,4,1,,,,,,Off Campus
R_3RryDMcUCzqOGAm,Survey Finished,GSAS,4,4,5,4,5,1,5,,,,,,,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,5,5,5,3,5,5,2,0,4,1,6,5,4,1,,,,,,Off Campus
R_26bzqUyrm6XCreT,Survey Finished,UCOL,3,3,2,2,2,1,2,,,,,,,,2,3,3,1,2,2,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,3,1,1,1,0,2,6,4,1,,1,,,,,Off Campus
